contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
EBAY241108C00040000,EBAY,2024-11-08,40.00,call,0.00,23.52,22.05,53,25.00,51,0,0,2024-10-25,1.47406,0.95816,0.00491,-0.23007,0.01104,0.01417
EBAY241108P00040000,EBAY,2024-11-08,40.00,put,0.00,0.01,0.00,0,1.03,51,0,0,2024-10-25,0.87499,-0.00292,0.00083,-0.01250,0.00110,-0.00007
EBAY241108C00045000,EBAY,2024-11-08,45.00,call,0.00,18.23,17.70,51,18.75,53,0,0,2024-10-25,0.80594,0.98721,0.00331,-0.06415,0.00408,0.01690
EBAY241108P00045000,EBAY,2024-11-08,45.00,put,0.00,0.01,0.00,0,0.05,10,0,0,2024-10-25,0.66631,-0.00379,0.00137,-0.01200,0.00140,-0.00010
EBAY241108C00050000,EBAY,2024-11-08,50.00,call,0.00,13.07,12.40,51,13.75,54,0,0,2024-10-25,0.22214,1.00000,0.00000,-0.02411,0.00000,0.01914
EBAY241108P00050000,EBAY,2024-11-08,50.00,put,0.00,0.07,0.01,14,0.13,48,0,2,2024-10-25,0.62104,-0.02334,0.00719,-0.05444,0.00682,-0.00059
EBAY241108C00051000,EBAY,2024-11-08,51.00,call,0.00,12.28,12.15,1,12.40,24,0,0,2024-10-25,0.59634,0.97109,0.00895,-0.08705,0.00815,0.01879
EBAY241108P00051000,EBAY,2024-11-08,51.00,put,0.00,0.01,0.00,0,1.32,51,0,0,2024-10-25,0.43994,-0.00562,0.00295,-0.01119,0.00198,-0.00014
EBAY241108C00052000,EBAY,2024-11-08,52.00,call,0.00,11.07,10.70,51,11.45,31,0,0,2024-10-25,0.18823,1.00000,0.00000,-0.02507,0.00000,0.01991
EBAY241108P00052000,EBAY,2024-11-08,52.00,put,0.00,0.01,0.00,0,1.34,51,0,0,2024-10-25,0.40412,-0.00608,0.00344,-0.01101,0.00213,-0.00015
EBAY241108C00053000,EBAY,2024-11-08,53.00,call,0.00,10.32,9.90,51,10.75,51,0,0,2024-10-25,0.54086,0.95703,0.01366,-0.10376,0.01129,0.01920
EBAY241108P00053000,EBAY,2024-11-08,53.00,put,0.00,0.69,0.01,51,1.38,51,0,1,2024-10-25,0.84070,-0.12446,0.01975,-0.27382,0.02536,-0.00328
EBAY241108C00054000,EBAY,2024-11-08,54.00,call,9.70,9.35,9.20,22,9.50,10,0,1,2024-10-25,0.51570,0.94639,0.01711,-0.11489,0.01347,0.01932
EBAY241108P00054000,EBAY,2024-11-08,54.00,put,0.00,0.76,0.09,12,1.42,51,0,0,2024-10-25,0.80320,-0.13997,0.02242,-0.28332,0.02750,-0.00368
EBAY241108C00055000,EBAY,2024-11-08,55.00,call,9.09,8.10,7.00,54,9.20,54,0,2,2024-10-25,0.13735,1.00000,0.00000,-0.02652,0.00000,0.02106
EBAY241108P00055000,EBAY,2024-11-08,55.00,put,0.00,0.89,0.15,15,1.63,60,0,1,2024-10-25,0.78247,-0.16225,0.02539,-0.30413,0.03034,-0.00427
EBAY241108C00056000,EBAY,2024-11-08,56.00,call,0.00,7.15,6.60,51,7.70,53,0,0,2024-10-25,0.12040,1.00000,0.00000,-0.02700,0.00000,0.02144
EBAY241108P00056000,EBAY,2024-11-08,56.00,put,0.00,0.74,0.22,12,1.27,53,0,3,2024-10-25,0.66738,-0.16040,0.02955,-0.25677,0.03012,-0.00417
EBAY241108C00057000,EBAY,2024-11-08,57.00,call,0.00,6.47,6.10,50,6.85,51,0,0,2024-10-25,0.42912,0.89863,0.03342,-0.14679,0.02190,0.01927
EBAY241108P00057000,EBAY,2024-11-08,57.00,put,0.00,1.10,0.31,12,1.90,51,0,1,2024-10-25,0.70945,-0.20767,0.03266,-0.32036,0.03538,-0.00545
EBAY241108C00058000,EBAY,2024-11-08,58.00,call,0.00,5.47,5.15,51,5.80,1,0,0,2024-10-25,0.37485,0.88685,0.04142,-0.14026,0.02371,0.01937
EBAY241108P00058000,EBAY,2024-11-08,58.00,put,0.00,0.51,0.45,10,0.56,10,0,1,2024-10-25,0.46586,-0.16117,0.04247,-0.17831,0.03021,-0.00410
EBAY241108C00059000,EBAY,2024-11-08,59.00,call,5.25,4.40,3.80,51,5.00,10,0,1,2024-10-25,0.29117,0.89236,0.05145,-0.11191,0.02288,0.01991
EBAY241108P00059000,EBAY,2024-11-08,59.00,put,0.00,0.68,0.63,14,0.73,30,0,8,2024-10-25,0.45443,-0.20605,0.05075,-0.20202,0.03522,-0.00525
EBAY241108C00060000,EBAY,2024-11-08,60.00,call,4.00,4.03,3.05,168,5.00,82,20,42,2024-10-25,0.42348,0.74896,0.06086,-0.23815,0.03936,0.01658
EBAY241108P00060000,EBAY,2024-11-08,60.00,put,0.84,0.95,0.86,13,1.03,61,2,36,2024-10-25,0.45641,-0.26467,0.05804,-0.23215,0.04045,-0.00677
EBAY241108C00061000,EBAY,2024-11-08,61.00,call,4.90,3.16,2.87,79,3.45,10,0,1,2024-10-25,0.38141,0.69682,0.07412,-0.23436,0.04317,0.01565
EBAY241108P00061000,EBAY,2024-11-08,61.00,put,0.00,1.23,1.15,10,1.31,52,0,21,2024-10-25,0.44574,-0.32542,0.06537,-0.24806,0.04450,-0.00835
EBAY241108C00062000,EBAY,2024-11-08,62.00,call,2.77,2.73,2.65,33,2.82,6,2,109,2024-10-25,0.42333,0.60869,0.07341,-0.27913,0.04746,0.01368
EBAY241108P00062000,EBAY,2024-11-08,62.00,put,0.00,1.55,1.51,15,1.59,10,0,125,2024-10-25,0.43065,-0.39256,0.07223,-0.25395,0.04750,-0.01010
EBAY241108C00063000,EBAY,2024-11-08,63.00,call,2.75,2.11,1.96,75,2.26,21,0,2,2024-10-25,0.40641,0.53307,0.07916,-0.27552,0.04913,0.01209
EBAY241108P00063000,EBAY,2024-11-08,63.00,put,1.87,2.08,1.94,31,2.23,61,12,40,2024-10-25,0.44436,-0.46692,0.07240,-0.26936,0.04913,-0.01210
EBAY241108C00064000,EBAY,2024-11-08,64.00,call,1.72,1.74,1.70,1,1.78,8,4,24,2024-10-25,0.42501,0.45768,0.07553,-0.28471,0.04902,0.01041
EBAY241108P00064000,EBAY,2024-11-08,64.00,put,2.49,2.51,2.46,23,2.57,6,39,205,2024-10-25,0.42272,-0.54272,0.07593,-0.25236,0.04902,-0.01410
EBAY241108C00065000,EBAY,2024-11-08,65.00,call,2.01,1.30,1.23,45,1.37,5,2,117,2024-10-25,0.41403,0.38115,0.07448,-0.26518,0.04710,0.00873
EBAY241108P00065000,EBAY,2024-11-08,65.00,put,3.10,3.57,3.05,21,4.10,125,3,228,2024-10-25,0.51692,-0.58867,0.06090,-0.30431,0.04808,-0.01562
EBAY241108C00066000,EBAY,2024-11-08,66.00,call,1.39,1.02,0.96,10,1.07,30,0,40,2024-10-25,0.42226,0.31576,0.06815,-0.25103,0.04395,0.00725
EBAY241108P00066000,EBAY,2024-11-08,66.00,put,0.00,3.88,3.70,17,4.05,53,0,22,2024-10-25,0.44086,-0.67573,0.06600,-0.23291,0.04444,-0.01784
EBAY241108C00067000,EBAY,2024-11-08,67.00,call,1.19,0.66,0.51,199,0.80,31,0,72,2024-10-25,0.39574,0.23850,0.06335,-0.20446,0.03829,0.00552
EBAY241108P00067000,EBAY,2024-11-08,67.00,put,0.00,5.05,4.45,23,5.65,76,0,6,2024-10-25,0.54421,-0.68864,0.05256,-0.28645,0.04368,-0.01860
EBAY241108C00068000,EBAY,2024-11-08,68.00,call,0.55,0.56,0.51,10,0.61,30,1,20,2024-10-25,0.42180,0.20001,0.05371,-0.19607,0.03460,0.00463
EBAY241108P00068000,EBAY,2024-11-08,68.00,put,0.00,5.38,5.30,1,5.45,10,0,1,2024-10-25,0.43491,-0.79209,0.05331,-0.17400,0.03541,-0.02123
EBAY241108C00069000,EBAY,2024-11-08,69.00,call,0.39,0.40,0.37,10,0.43,30,1,14,2024-10-25,0.42028,0.15332,0.04555,-0.16465,0.02924,0.00356
EBAY241108P00069000,EBAY,2024-11-08,69.00,put,0.00,6.72,6.10,25,7.35,55,0,0,2024-10-25,0.58018,-0.76224,0.04314,-0.26259,0.03822,-0.02103
EBAY241108C00070000,EBAY,2024-11-08,70.00,call,0.30,0.68,0.25,13,1.11,94,252,16,2024-10-25,0.55640,0.18920,0.03936,-0.24805,0.03345,0.00432
EBAY241108P00070000,EBAY,2024-11-08,70.00,put,0.00,7.22,7.05,3,7.40,52,0,0,2024-10-25,0.48278,-0.84866,0.03931,-0.15306,0.02899,-0.02331
EBAY241108C00071000,EBAY,2024-11-08,71.00,call,0.32,0.53,0.18,15,0.88,71,0,5,2024-10-25,0.55488,0.15527,0.03479,-0.21772,0.02948,0.00355
EBAY241108P00071000,EBAY,2024-11-08,71.00,put,0.00,8.93,7.95,10,9.90,53,0,0,2024-10-25,0.74009,-0.76687,0.03345,-0.33708,0.03781,-0.02199
EBAY241108C00072000,EBAY,2024-11-08,72.00,call,0.20,0.17,0.14,10,0.19,30,0,46,2024-10-25,0.44223,0.07232,0.02519,-0.10020,0.01701,0.00169
EBAY241108P00072000,EBAY,2024-11-08,72.00,put,0.00,9.07,8.90,13,9.25,55,0,1,2024-10-25,0.50945,-0.89507,0.02887,-0.11750,0.02246,-0.02514
EBAY241108C00073000,EBAY,2024-11-08,73.00,call,0.12,0.12,0.10,33,0.15,20,20,11,2024-10-25,0.44375,0.05346,0.01984,-0.07933,0.01344,0.00125
EBAY241108P00073000,EBAY,2024-11-08,73.00,put,0.00,9.70,9.00,53,10.40,51,0,0,2024-10-25,0.16788,-1.00000,0.00000,0.03519,0.00000,-0.02795
EBAY241108C00074000,EBAY,2024-11-08,74.00,call,0.33,0.81,0.04,82,1.58,99,0,1,2024-10-25,0.77759,0.16903,0.02624,-0.32058,0.03116,0.00378
EBAY241108P00074000,EBAY,2024-11-08,74.00,put,0.00,10.43,8.85,51,12.00,50,0,0,2024-10-25,0.18483,-1.00000,0.00000,0.03568,0.00000,-0.02833
EBAY241108C00075000,EBAY,2024-11-08,75.00,call,0.28,0.69,0.03,18,1.34,71,0,6,2024-10-25,0.77911,0.14828,0.02403,-0.29459,0.02859,0.00332
EBAY241108P00075000,EBAY,2024-11-08,75.00,put,0.00,11.65,11.10,51,12.20,51,0,1,2024-10-25,0.20179,-1.00000,0.00000,0.03616,0.00000,-0.02871
EBAY241108C00076000,EBAY,2024-11-08,76.00,call,0.23,0.67,0.02,10,1.32,69,0,3,2024-10-25,0.81173,0.14031,0.02222,-0.29545,0.02755,0.00314
EBAY241108P00076000,EBAY,2024-11-08,76.00,put,0.00,12.62,12.10,51,13.15,51,0,0,2024-10-25,0.21875,-1.00000,0.00000,0.03664,0.00000,-0.02910
EBAY241108C00077000,EBAY,2024-11-08,77.00,call,0.00,0.66,0.01,11,1.31,75,0,0,2024-10-25,0.84649,0.13419,0.02067,-0.29862,0.02672,0.00299
EBAY241108P00077000,EBAY,2024-11-08,77.00,put,0.00,14.25,13.50,51,15.00,53,0,0,2024-10-25,0.78003,-0.88776,0.01979,-0.20578,0.02358,-0.02695
EBAY241108C00078000,EBAY,2024-11-08,78.00,call,0.00,0.66,0.01,11,1.30,67,0,0,2024-10-25,0.88399,0.12983,0.01935,-0.30461,0.02612,0.00289
EBAY241108P00078000,EBAY,2024-11-08,78.00,put,0.00,14.68,14.00,51,15.35,51,0,0,2024-10-25,0.25266,-1.00000,0.00000,0.03760,0.00000,-0.02986
EBAY241108C00079000,EBAY,2024-11-08,79.00,call,0.00,0.12,0.01,10,0.24,84,0,0,2024-10-25,0.62805,0.04002,0.01111,-0.08838,0.01065,0.00092
EBAY241108P00079000,EBAY,2024-11-08,79.00,put,0.00,15.53,14.80,54,16.25,54,0,0,2024-10-25,0.26962,-1.00000,0.00000,0.03809,0.00000,-0.03025
EBAY241108C00080000,EBAY,2024-11-08,80.00,call,0.15,0.12,0.01,10,0.22,71,0,0,2024-10-25,0.65625,0.03855,0.01031,-0.08953,0.01034,0.00089
EBAY241108P00080000,EBAY,2024-11-08,80.00,put,0.00,16.77,15.80,51,17.75,51,0,0,2024-10-25,0.49817,-0.99097,0.00396,0.01874,0.00301,-0.03042
EBAY241115C00030000,EBAY,2024-11-15,30.00,call,0.00,33.30,31.30,50,35.30,50,0,0,2024-10-25,1.51964,0.98712,0.00144,-0.08040,0.00503,0.01668
EBAY241115P00030000,EBAY,2024-11-15,30.00,put,0.00,0.01,0.00,0,0.65,94,0,0,2024-10-25,1.12575,-0.00187,0.00035,-0.00878,0.00090,-0.00007
EBAY241115C00032500,EBAY,2024-11-15,32.50,call,0.00,30.70,28.75,50,32.65,50,0,0,2024-10-25,1.01020,0.99795,0.00042,-0.02419,0.00098,0.01857
EBAY241115P00032500,EBAY,2024-11-15,32.50,put,0.00,0.01,0.00,0,0.74,66,0,0,2024-10-25,1.01219,-0.00208,0.00043,-0.00868,0.00099,-0.00008
EBAY241115C00035000,EBAY,2024-11-15,35.00,call,0.00,28.23,26.30,50,30.15,50,0,0,2024-10-25,1.03475,0.99396,0.00109,-0.03993,0.00259,0.01984
EBAY241115P00035000,EBAY,2024-11-15,35.00,put,0.00,0.01,0.00,0,1.27,51,0,0,2024-10-25,0.90670,-0.00232,0.00053,-0.00856,0.00110,-0.00009
EBAY241115C00037500,EBAY,2024-11-15,37.50,call,0.00,25.75,23.85,50,27.65,50,0,0,2024-10-25,0.96493,0.99125,0.00162,-0.04787,0.00359,0.02117
EBAY241115P00037500,EBAY,2024-11-15,37.50,put,0.00,0.01,0.00,0,1.27,51,0,1,2024-10-25,0.80838,-0.00259,0.00066,-0.00845,0.00121,-0.00010
EBAY241115C00040000,EBAY,2024-11-15,40.00,call,27.27,22.95,22.40,54,23.50,55,0,2,2024-10-25,0.26708,1.00000,0.00000,-0.01927,0.00000,0.02295
EBAY241115P00040000,EBAY,2024-11-15,40.00,put,0.00,0.01,0.00,0,1.27,364,0,73,2024-10-25,0.71585,-0.00292,0.00082,-0.00831,0.00135,-0.00011
EBAY241115C00042500,EBAY,2024-11-15,42.50,call,0.00,20.65,20.10,51,21.20,51,0,0,2024-10-25,0.23817,1.00000,0.00000,-0.02047,0.00000,0.02438
EBAY241115P00042500,EBAY,2024-11-15,42.50,put,0.03,0.01,0.00,0,0.06,33,4,3,2024-10-25,0.62835,-0.00330,0.00105,-0.00814,0.00151,-0.00013
EBAY241115C00045000,EBAY,2024-11-15,45.00,call,14.17,18.07,17.45,54,18.70,54,0,2,2024-10-25,0.20927,1.00000,0.00000,-0.02167,0.00000,0.02582
EBAY241115P00045000,EBAY,2024-11-15,45.00,put,0.03,0.01,0.00,0,0.06,31,4,88,2024-10-25,0.54543,-0.00379,0.00137,-0.00797,0.00171,-0.00014
EBAY241115C00047500,EBAY,2024-11-15,47.50,call,19.55,15.70,15.20,51,16.20,51,0,6,2024-10-25,0.18036,1.00000,0.00000,-0.02288,0.00000,0.02725
EBAY241115P00047500,EBAY,2024-11-15,47.50,put,0.00,0.04,0.01,115,0.07,1,0,1759,2024-10-25,0.55412,-0.01307,0.00401,-0.02410,0.00509,-0.00050
EBAY241115C00050000,EBAY,2024-11-15,50.00,call,16.96,13.32,12.25,51,14.40,55,0,19,2024-10-25,0.52180,0.97405,0.00763,-0.06464,0.00913,0.02770
EBAY241115P00050000,EBAY,2024-11-15,50.00,put,0.00,0.07,0.02,36,0.13,54,0,5265,2024-10-25,0.50884,-0.02328,0.00715,-0.03610,0.00833,-0.00089
EBAY241115C00052500,EBAY,2024-11-15,52.50,call,14.37,10.90,10.40,53,11.40,53,0,21,2024-10-25,0.48552,0.95167,0.01366,-0.08784,0.01519,0.02828
EBAY241115P00052500,EBAY,2024-11-15,52.50,put,0.00,0.15,0.05,610,0.25,342,0,89,2024-10-25,0.48263,-0.04741,0.01353,-0.06123,0.01496,-0.00181
EBAY241115C00055000,EBAY,2024-11-15,55.00,call,11.63,8.30,8.00,69,8.60,10,0,125,2024-10-25,0.30687,0.97388,0.01306,-0.05015,0.00918,0.03058
EBAY241115P00055000,EBAY,2024-11-15,55.00,put,0.26,0.26,0.24,190,0.28,87,52,5729,2024-10-25,0.43750,-0.08255,0.02299,-0.08496,0.02304,-0.00315
EBAY241115C00056000,EBAY,2024-11-15,56.00,call,0.00,7.52,6.35,59,8.70,52,0,0,2024-10-25,0.39619,0.90871,0.02737,-0.10959,0.02484,0.02866
EBAY241115P00056000,EBAY,2024-11-15,56.00,put,0.00,0.89,0.31,174,1.46,89,0,0,2024-10-25,0.58720,-0.17421,0.02892,-0.19278,0.03890,-0.00684
EBAY241115C00057000,EBAY,2024-11-15,57.00,call,0.00,6.67,6.55,30,6.80,10,0,0,2024-10-25,0.40275,0.87066,0.03458,-0.13499,0.03191,0.02777
EBAY241115P00057000,EBAY,2024-11-15,57.00,put,0.00,0.81,0.43,117,1.19,85,0,0,2024-10-25,0.51266,-0.18118,0.03396,-0.17175,0.03988,-0.00704
EBAY241115C00057500,EBAY,2024-11-15,57.50,call,7.00,5.83,4.65,437,7.00,110,0,299,2024-10-25,0.24071,0.95416,0.02641,-0.05672,0.01456,0.03129
EBAY241115P00057500,EBAY,2024-11-15,57.50,put,0.49,0.64,0.51,2,0.76,293,4,241,2024-10-25,0.44284,-0.16999,0.03775,-0.14190,0.03830,-0.00654
EBAY241115C00058000,EBAY,2024-11-15,58.00,call,0.00,5.90,4.85,50,6.95,51,0,0,2024-10-25,0.41677,0.82143,0.04139,-0.16531,0.03952,0.02643
EBAY241115P00058000,EBAY,2024-11-15,58.00,put,0.00,0.70,0.58,27,0.82,59,0,1,2024-10-25,0.43202,-0.18622,0.04099,-0.14629,0.04057,-0.00716
EBAY241115C00059000,EBAY,2024-11-15,59.00,call,5.46,4.83,4.50,58,5.15,10,0,1,2024-10-25,0.34681,0.81128,0.05148,-0.14567,0.04090,0.02667
EBAY241115P00059000,EBAY,2024-11-15,59.00,put,0.00,0.80,0.76,2,0.84,23,0,2,2024-10-25,0.40123,-0.21915,0.04865,-0.14885,0.04471,-0.00842
EBAY241115C00060000,EBAY,2024-11-15,60.00,call,4.45,4.33,4.25,11,4.40,30,8,490,2024-10-25,0.39863,0.72699,0.05511,-0.19440,0.05032,0.02390
EBAY241115P00060000,EBAY,2024-11-15,60.00,put,1.06,1.05,1.02,98,1.08,31,42,603,2024-10-25,0.39604,-0.27191,0.05535,-0.16405,0.05022,-0.01048
EBAY241115C00061000,EBAY,2024-11-15,61.00,call,0.00,3.62,3.55,46,3.70,46,0,0,2024-10-25,0.38979,0.66948,0.06142,-0.20445,0.05485,0.02222
EBAY241115P00061000,EBAY,2024-11-15,61.00,put,1.32,1.41,1.32,104,1.50,102,1,3,2024-10-25,0.40062,-0.33389,0.06001,-0.18087,0.05507,-0.01293
EBAY241115C00062000,EBAY,2024-11-15,62.00,call,3.40,2.90,2.76,119,3.05,47,0,2,2024-10-25,0.36921,0.60805,0.06876,-0.20372,0.05815,0.02041
EBAY241115P00062000,EBAY,2024-11-15,62.00,put,0.00,1.73,1.69,10,1.78,72,0,3,2024-10-25,0.38674,-0.39515,0.06579,-0.18301,0.05828,-0.01534
EBAY241115C00062500,EBAY,2024-11-15,62.50,call,2.68,2.70,2.66,11,2.74,16,449,862,2024-10-25,0.38217,0.57157,0.06786,-0.21342,0.05941,0.01920
EBAY241115P00062500,EBAY,2024-11-15,62.50,put,1.89,1.95,1.91,22,1.99,21,16,1332,2024-10-25,0.38613,-0.42878,0.06717,-0.18537,0.05942,-0.01669
EBAY241115C00063000,EBAY,2024-11-15,63.00,call,2.45,2.44,2.40,10,2.47,20,24,8,2024-10-25,0.38187,0.53723,0.06872,-0.21470,0.06012,0.01810
EBAY241115P00063000,EBAY,2024-11-15,63.00,put,2.08,2.18,2.14,15,2.22,16,11,15,2024-10-25,0.38430,-0.46278,0.06829,-0.18563,0.06012,-0.01805
EBAY241115C00064000,EBAY,2024-11-15,64.00,call,1.98,1.96,1.92,34,1.99,42,61,440,2024-10-25,0.37943,0.46829,0.06925,-0.21180,0.06019,0.01587
EBAY241115P00064000,EBAY,2024-11-15,64.00,put,2.64,2.70,2.65,13,2.74,23,1,112,2024-10-25,0.38232,-0.53120,0.06873,-0.18251,0.06020,-0.02084
EBAY241115C00065000,EBAY,2024-11-15,65.00,call,1.56,1.54,1.51,10,1.57,19,1859,1533,2024-10-25,0.37562,0.39999,0.06796,-0.20232,0.05847,0.01364
EBAY241115P00065000,EBAY,2024-11-15,65.00,put,3.30,3.28,3.20,254,3.35,100,25,1530,2024-10-25,0.37912,-0.59878,0.06738,-0.17298,0.05852,-0.02363
EBAY241115C00066000,EBAY,2024-11-15,66.00,call,1.47,1.19,1.15,2,1.23,36,0,11,2024-10-25,0.37257,0.33468,0.06458,-0.18809,0.05512,0.01147
EBAY241115P00066000,EBAY,2024-11-15,66.00,put,0.00,3.99,2.98,51,5.00,53,0,4,2024-10-25,0.38766,-0.65795,0.06259,-0.16528,0.05558,-0.02618
EBAY241115C00067000,EBAY,2024-11-15,67.00,call,1.12,1.55,0.86,124,2.24,109,0,51,2024-10-25,0.49177,0.33510,0.04895,-0.24515,0.05515,0.01127
EBAY241115P00067000,EBAY,2024-11-15,67.00,put,0.00,4.67,4.60,22,4.75,15,0,0,2024-10-25,0.38034,-0.71948,0.05853,-0.14437,0.05100,-0.02881
EBAY241115C00067500,EBAY,2024-11-15,67.50,call,0.78,0.79,0.75,97,0.83,66,4,1239,2024-10-25,0.37059,0.24743,0.05634,-0.16121,0.04783,0.00853
EBAY241115P00067500,EBAY,2024-11-15,67.50,put,0.00,4.58,4.00,250,5.15,23,0,578,2024-10-25,0.27379,-0.82927,0.06124,-0.06390,0.03841,-0.03274
EBAY241115C00068000,EBAY,2024-11-15,68.00,call,1.11,1.37,0.64,211,2.10,88,0,3,2024-10-25,0.50930,0.29862,0.04501,-0.24087,0.05251,0.01005
EBAY241115P00068000,EBAY,2024-11-15,68.00,put,5.45,5.62,4.95,51,6.30,53,1,8,2024-10-25,0.41815,-0.74787,0.05044,-0.15006,0.04831,-0.03038
EBAY241115C00069000,EBAY,2024-11-15,69.00,call,0.68,0.53,0.49,9,0.56,93,0,54,2024-10-25,0.37516,0.17945,0.04612,-0.13445,0.03964,0.00621
EBAY241115P00069000,EBAY,2024-11-15,69.00,put,6.00,5.85,5.20,55,6.50,48,1,1,2024-10-25,0.25443,-0.91752,0.03950,-0.02012,0.02302,-0.03668
EBAY241115C00070000,EBAY,2024-11-15,70.00,call,0.39,0.39,0.36,161,0.41,143,9,1006,2024-10-25,0.37470,0.14035,0.03931,-0.11397,0.03374,0.00487
EBAY241115P00070000,EBAY,2024-11-15,70.00,put,0.00,6.75,6.10,119,7.40,51,0,39,2024-10-25,0.22653,-0.96649,0.02175,0.01050,0.01128,-0.03897
EBAY241115C00071000,EBAY,2024-11-15,71.00,call,0.49,1.01,0.24,650,1.78,144,0,21,2024-10-25,0.56845,0.21871,0.03430,-0.22682,0.04466,0.00736
EBAY241115P00071000,EBAY,2024-11-15,71.00,put,0.00,7.85,7.45,53,8.25,26,0,0,2024-10-25,0.31845,-0.92918,0.02811,-0.02464,0.02051,-0.03825
EBAY241115C00072000,EBAY,2024-11-15,72.00,call,0.34,0.95,0.18,17,1.72,56,0,6,2024-10-25,0.59390,0.20172,0.03131,-0.22552,0.04259,0.00678
EBAY241115P00072000,EBAY,2024-11-15,72.00,put,0.00,9.35,8.90,31,9.80,53,0,0,2024-10-25,0.51921,-0.83519,0.03156,-0.13943,0.03754,-0.03570
EBAY241115C00072500,EBAY,2024-11-15,72.50,call,0.24,0.80,0.15,381,1.45,278,0,1533,2024-10-25,0.57637,0.18004,0.03008,-0.20406,0.03972,0.00608
EBAY241115P00072500,EBAY,2024-11-15,72.50,put,0.00,9.68,8.75,51,10.60,51,0,1,2024-10-25,0.48888,-0.86475,0.02938,-0.10876,0.03290,-0.03696
EBAY241115C00073000,EBAY,2024-11-15,73.00,call,0.00,0.89,0.13,18,1.64,55,0,0,2024-10-25,0.61707,0.18624,0.02870,-0.22280,0.04057,0.00625
EBAY241115P00073000,EBAY,2024-11-15,73.00,put,0.00,9.62,9.00,50,10.25,53,0,1,2024-10-25,0.11446,-1.00000,0.00000,0.03516,0.00000,-0.04188
EBAY241115C00074000,EBAY,2024-11-15,74.00,call,0.00,0.13,0.11,124,0.15,53,0,0,2024-10-25,0.39345,0.05350,0.01828,-0.05789,0.01647,0.00187
EBAY241115P00074000,EBAY,2024-11-15,74.00,put,0.00,10.72,10.00,51,11.45,53,0,0,2024-10-25,0.29940,-0.98399,0.00884,0.01940,0.00606,-0.04189
EBAY241115C00075000,EBAY,2024-11-15,75.00,call,0.09,0.09,0.04,447,0.14,83,2,135,2024-10-25,0.39177,0.03904,0.01425,-0.04468,0.01279,0.00137
EBAY241115P00075000,EBAY,2024-11-15,75.00,put,0.00,11.60,10.95,51,12.25,55,0,8,2024-10-25,0.13758,-1.00000,0.00000,0.03612,0.00000,-0.04303
EBAY241115C00076000,EBAY,2024-11-15,76.00,call,0.00,0.69,0.04,623,1.34,155,0,0,2024-10-25,0.66631,0.14308,0.02240,-0.20200,0.03419,0.00480
EBAY241115P00076000,EBAY,2024-11-15,76.00,put,12.40,12.80,12.00,51,13.60,51,1,0,2024-10-25,0.43217,-0.95690,0.01400,-0.01669,0.01386,-0.04210
EBAY241115C00077000,EBAY,2024-11-15,77.00,call,0.00,1.04,0.03,307,2.05,159,0,0,2024-10-25,0.79436,0.17489,0.02143,-0.27406,0.03900,0.00575
EBAY241115P00077000,EBAY,2024-11-15,77.00,put,13.85,13.57,13.05,51,14.10,53,1,0,2024-10-25,0.16071,-1.00000,0.00000,0.03709,0.00000,-0.04418
EBAY241115C00078000,EBAY,2024-11-15,78.00,call,0.14,0.98,0.02,340,1.95,175,0,0,2024-10-25,0.81143,0.16414,0.02014,-0.26857,0.03744,0.00540
EBAY241115P00078000,EBAY,2024-11-15,78.00,put,14.65,14.80,13.25,51,16.35,53,1,0,2024-10-25,0.48476,-0.95917,0.01194,-0.01949,0.01326,-0.04334
EBAY241115C00079000,EBAY,2024-11-15,79.00,call,0.08,1.03,0.01,604,2.05,164,0,0,2024-10-25,0.85655,0.16415,0.01908,-0.28324,0.03745,0.00537
EBAY241115P00079000,EBAY,2024-11-15,79.00,put,15.65,15.55,14.90,54,16.20,51,2,1,2024-10-25,0.18383,-1.00000,0.00000,0.03805,0.00000,-0.04533
EBAY241115C00080000,EBAY,2024-11-15,80.00,call,0.07,0.03,0.01,137,0.05,1,2,67,2024-10-25,0.43217,0.01353,0.00530,-0.02010,0.00525,0.00047
EBAY241115P00080000,EBAY,2024-11-15,80.00,put,0.00,16.50,15.15,61,17.85,51,0,5,2024-10-25,0.19539,-1.00000,0.00000,0.03853,0.00000,-0.04590
EBAY241115C00085000,EBAY,2024-11-15,85.00,call,0.03,0.01,0.00,0,0.05,68,4,57,2024-10-25,0.46357,0.00468,0.00194,-0.00845,0.00206,0.00016
EBAY241115P00085000,EBAY,2024-11-15,85.00,put,0.00,21.57,20.70,51,22.45,53,0,0,2024-10-25,0.25320,-1.00000,0.00000,0.04094,0.00000,-0.04877
EBAY241115C00090000,EBAY,2024-11-15,90.00,call,0.09,0.01,0.00,0,0.04,67,0,10,2024-10-25,0.54192,0.00408,0.00147,-0.00872,0.00183,0.00014
EBAY241115P00090000,EBAY,2024-11-15,90.00,put,0.00,26.77,24.90,50,28.65,50,0,0,2024-10-25,0.74207,-0.97064,0.00595,-0.02272,0.01011,-0.05064
EBAY241115C00095000,EBAY,2024-11-15,95.00,call,0.00,0.01,0.00,0,0.13,51,0,0,2024-10-25,0.61463,0.00365,0.00117,-0.00893,0.00165,0.00013
